"","text","id","reply_settings","created_at.x","lang","possibly_sensitive","conversation_id","author_id","location","username","name","created_at.y","verified","pinned_tweet_id","profile_image_url","description","protected","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"1","So what's the solution to the phosphate wastewater runoff leak at Piney Point???  Apparently we're just going to dump the runoff into Tampa Bay. Brilliant. 🤬","1379557223848890374","everyone",2021-04-06 22:10:47,"en",FALSE,"1379557223848890374","1367102720403005440","Florida, USA","DHerkowitz","Weehawken. Dawn","2021-03-03T13:21:13.000Z",FALSE,"1452140353570709506","https://pbs.twimg.com/profile_images/1590381894096535554/4CWPhoZl_normal.jpg","she/her. 🐛🦋🏳️‍🌈🏳️‍⚧️ Melting pot of music, history and love. Theatre and audio nerd. Grateful to LMM always.",FALSE,"700eeb799fa55a4b",0,0,1,0,0,362,491,9041,5
