"","text","conversation_id","created_at.x","in_reply_to_user_id","author_id","lang","reply_settings","possibly_sensitive","id","verified","created_at.y","location","name","profile_image_url","description","protected","username","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"1","@CTVLethbridge Can't just say they lost you have to say they ""narrowly lost,"" even if it was a ripple red tide it was tiny enough to boot Nancy Pelosi out of that seat.","1593264802729705472",2022-11-17 15:30:05,"152004319","44873670","en","everyone",FALSE,"1593265225192595456",FALSE,"2009-06-05T11:40:32.000Z","Florida, USA","🌴Ƒℓorida ʍ๏xi 🍊☀️🌺","https://pbs.twimg.com/profile_images/1606380696125276160/CTxWiQJw_normal.jpg","DAR Daughter 🇺🇲 
📜Genealogy researcher 
📷 photography 
Artist🎨

You don’t walk away from a failed coup
but they succeeded.",FALSE,"Moxi_Mimi",0,0,0,0,0,"2d1b0aee7297f004",1075,136,60689,5
